Date,Open,High,Low,Close,Adj Close,Volume
2013-05-15,71.269997,71.949997,71.070000,71.930000,43.995544,2180800
2013-05-16,71.849998,71.879997,70.839996,71.400002,43.671368,1819197
2013-05-17,71.250000,72.559998,70.980003,71.930000,43.995544,2964272
2013-05-20,72.540001,74.279999,72.500000,74.019997,45.273869,1829185
2013-05-21,73.750000,73.900002,72.760002,73.830002,45.157665,1537029
2013-05-22,74.000000,74.000000,72.529999,73.349998,44.864075,1519202
2013-05-23,71.199997,71.599998,70.510002,71.480003,43.720303,2201417
2013-05-24,71.650002,71.830002,69.870003,70.879997,43.353306,1513236
2013-05-27,71.400002,71.989998,71.349998,71.879997,43.964954,670305
2013-05-28,72.260002,73.250000,72.190002,72.309998,44.227959,1437762
2013-05-29,71.760002,73.040001,71.750000,72.419998,44.295246,1748559
2013-05-30,72.290001,73.709999,72.010002,73.150002,44.741745,1432106
2013-05-31,72.930000,74.160004,72.489998,73.690002,45.072033,2009895
2013-06-03,73.250000,74.260002,72.500000,73.110001,44.717281,1658421
2013-06-04,74.050003,74.480003,72.830002,73.300003,44.833488,1365717
2013-06-05,72.790001,73.449997,72.120003,72.379997,44.270782,1411789
2013-06-06,72.239998,72.599998,70.989998,71.050003,43.457298,1831545
2013-06-07,71.089996,72.699997,69.879997,72.199997,44.160686,2182110
2013-06-10,72.089996,72.879997,71.550003,72.489998,44.338058,1244098
2013-06-11,72.000000,72.230003,70.540001,71.410004,43.677483,1591006
2013-06-12,71.070000,71.370003,69.809998,70.160004,42.912930,1851352
2013-06-13,69.099998,69.760002,68.550003,69.160004,42.301285,2019214
2013-06-14,69.949997,70.540001,69.430000,70.029999,42.833412,2168197
2013-06-17,70.400002,71.120003,70.040001,70.550003,43.151470,1455662
2013-06-18,70.050003,70.120003,69.430000,69.870003,42.735554,2013697
2013-06-19,70.089996,70.169998,69.279999,69.800003,42.692738,1540885
2013-06-20,68.419998,68.709999,66.110001,66.430000,40.631500,3679654
2013-06-21,66.629997,66.930000,64.360001,64.360001,39.365395,4351948
2013-06-24,64.519997,65.330002,63.820000,64.040001,39.169670,3551142
2013-06-25,64.599998,66.320000,64.529999,65.919998,40.319561,2845461
2013-06-26,66.139999,66.900002,65.900002,66.769997,40.839458,2244382
2013-06-27,67.040001,67.720001,66.629997,67.290001,41.157516,1823867
2013-06-28,67.550003,68.120003,66.550003,67.180000,41.090233,2225631
2013-07-01,67.540001,67.970001,66.349998,67.279999,41.151398,1628394
2013-07-02,67.610001,67.639999,65.589996,66.430000,40.631500,1969226
2013-07-03,64.949997,66.150002,64.440002,66.120003,40.441887,2288806
2013-07-04,66.500000,68.000000,66.349998,67.699997,41.408283,1587857
2013-07-05,67.989998,68.669998,66.139999,66.199997,40.490818,1774163
2013-07-08,67.190002,68.669998,66.800003,67.900002,41.530613,1515412
2013-07-09,68.500000,69.529999,68.209999,69.029999,42.221767,1738159
2013-07-10,68.980003,69.320000,68.370003,69.000000,42.203423,1131534
2013-07-11,70.000000,70.320000,69.500000,70.150002,42.906815,1452895
2013-07-12,70.489998,71.199997,70.209999,70.519997,43.133118,1459301
2013-07-15,70.800003,71.139999,70.500000,70.860001,43.341084,734948
2013-07-16,70.690002,71.330002,70.260002,71.099998,43.487873,1223807
2013-07-17,71.029999,71.389999,70.309998,71.269997,43.591850,1124583
2013-07-18,71.330002,72.080002,70.930000,72.019997,44.050591,1135065
2013-07-19,71.669998,72.650002,71.589996,72.230003,44.179031,1917855
2013-07-22,72.599998,72.940002,71.910004,72.129997,44.117867,915232
2013-07-23,72.589996,72.980003,72.220001,72.400002,44.283012,958805
2013-07-24,72.839996,74.010002,72.260002,73.860001,45.176010,1819482
2013-07-25,73.570000,74.070000,73.129997,74.040001,45.286106,1313389
2013-07-26,74.190002,74.599998,73.629997,74.160004,45.359505,1260879
2013-07-29,74.449997,74.910004,73.610001,73.970001,45.243294,1163554
2013-07-30,74.349998,74.959999,74.239998,74.449997,45.536884,1128919
2013-07-31,74.279999,74.580002,72.949997,73.589996,45.010872,1712495
2013-08-01,73.459999,73.550003,71.309998,73.010002,44.656120,2712042
2013-08-02,73.300003,73.500000,72.070000,72.480003,44.331944,1348017
2013-08-05,72.750000,72.910004,71.949997,72.180000,44.148449,1184499
2013-08-06,72.190002,72.510002,71.040001,71.370003,43.653019,1476202
2013-08-07,71.040001,71.089996,70.080002,70.639999,43.206520,1236720
2013-08-08,70.720001,71.989998,70.209999,71.680000,43.842628,1351383
2013-08-09,71.989998,72.830002,71.800003,72.300003,44.221851,1038734
2013-08-12,72.550003,73.400002,71.129997,73.160004,44.747864,1236766
2013-08-13,73.440002,74.169998,73.250000,73.970001,45.243294,1191423
2013-08-14,74.220001,74.680000,74.000000,74.400002,45.506298,1025436
2013-08-15,74.379997,74.570000,73.660004,74.360001,45.481834,878118
2013-08-16,74.250000,75.699997,74.059998,75.529999,46.197456,1884100
2013-08-19,75.519997,75.750000,74.879997,75.029999,45.891632,1437138
2013-08-20,74.470001,74.540001,73.309998,74.050003,45.292229,1266412
2013-08-21,74.000000,74.260002,73.690002,73.699997,45.078156,809661
2013-08-22,73.699997,75.459999,73.660004,75.180000,45.983379,1171987
2013-08-23,75.370003,75.720001,74.550003,75.400002,46.117943,905294
2013-08-26,75.699997,75.720001,74.980003,75.419998,46.130173,490153
2013-08-27,74.900002,75.330002,72.970001,73.000000,44.649994,1693824
2013-08-28,72.400002,72.709999,70.570000,71.750000,43.885441,1617948
2013-08-29,72.150002,72.769997,71.739998,72.410004,44.289131,905077
2013-08-30,72.430000,72.449997,71.080002,71.290001,43.604084,1419100
2013-09-02,72.330002,72.900002,72.330002,72.760002,44.503204,865104
2013-09-03,72.930000,73.120003,71.669998,72.230003,44.179031,923654
2013-09-04,72.230003,72.589996,70.889999,72.589996,44.399220,1088612
2013-09-05,74.349998,77.129997,74.080002,76.970001,47.078232,4185074
2013-09-06,77.070000,77.889999,76.150002,77.699997,47.524719,2179984
2013-09-09,77.800003,78.690002,77.550003,78.169998,47.812199,1659879
2013-09-10,79.000000,79.959999,78.849998,79.139999,48.405491,1817425
2013-09-11,79.349998,80.059998,79.169998,80.000000,48.931503,1338850
2013-09-12,80.000000,80.040001,79.040001,79.550003,48.656269,1293682
2013-09-13,79.470001,79.900002,79.250000,79.900002,48.870342,944579
2013-09-16,80.980003,81.050003,80.080002,80.580002,49.286255,1093485
2013-09-17,80.550003,80.660004,79.230003,80.180000,49.041599,1388096
2013-09-18,80.500000,80.519997,79.660004,80.050003,48.962090,1150457
2013-09-19,81.440002,82.440002,80.680000,81.440002,49.812279,2465833
2013-09-20,81.500000,81.779999,79.870003,80.470001,49.218979,3373707
2013-09-23,80.790001,81.410004,80.129997,80.309998,49.121113,1202686
2013-09-24,80.570000,81.529999,80.459999,80.800003,49.420826,1267055
2013-09-25,80.949997,81.110001,79.629997,80.370003,49.157814,1046931
2013-09-26,80.529999,80.699997,79.470001,79.720001,48.760242,1150771
2013-09-27,80.029999,80.320000,79.379997,80.099998,48.992661,899253
2013-09-30,79.379997,80.019997,78.800003,79.470001,48.607323,1008984
2013-10-01,79.970001,81.320000,79.750000,80.910004,49.488106,1270862
2013-10-02,80.790001,80.790001,78.680000,79.300003,48.503357,1540464
2013-10-04,79.550003,79.849998,78.750000,79.680000,48.735779,972099
2013-10-07,79.510002,79.510002,78.250000,79.169998,48.423840,970471
2013-10-08,79.169998,79.389999,78.529999,78.620003,48.087440,775005
2013-10-09,78.389999,79.349998,78.230003,78.800003,48.197533,995233
2013-10-10,79.269997,80.910004,79.070000,80.379997,49.163929,1299252
2013-10-11,80.839996,80.940002,80.089996,80.739998,49.384117,812135
2013-10-14,80.300003,80.650002,80.070000,80.629997,49.316841,582459
2013-10-15,81.330002,83.300003,81.220001,82.949997,50.735840,2004212
2013-10-16,82.730003,82.820000,81.669998,82.199997,50.277122,1964131
2013-10-17,82.199997,82.709999,81.000000,81.940002,50.118095,1440792
2013-10-18,82.209999,82.389999,81.510002,82.029999,50.173141,2610280
2013-10-21,82.349998,82.489998,81.110001,82.099998,50.215961,970188
2013-10-22,81.160004,82.370003,80.720001,81.849998,50.063042,2065376
2013-10-23,81.690002,82.389999,81.360001,82.000000,50.154797,1194395
2013-10-24,82.570000,83.720001,82.419998,83.559998,51.108952,1693550
2013-10-25,83.279999,83.940002,82.900002,83.660004,51.170128,1532022
2013-10-28,84.029999,84.050003,81.730003,82.389999,50.393322,1436472
2013-10-29,82.050003,83.080002,81.379997,82.209999,50.283230,1308176
2013-10-30,82.599998,83.550003,82.309998,82.690002,50.576836,1344602
2013-10-31,82.269997,83.739998,81.949997,83.540001,51.096725,1819633
2013-11-01,83.360001,83.599998,82.440002,82.680000,50.570705,1064889
2013-11-04,83.150002,83.610001,82.550003,83.599998,51.133415,1149392
2013-11-05,81.260002,81.989998,79.559998,81.199997,49.665478,4387208
2013-11-06,81.709999,82.629997,81.000000,82.160004,50.252655,1471253
2013-11-07,82.150002,83.669998,81.570000,81.820000,50.044697,2408874
2013-11-08,81.410004,82.139999,80.430000,81.769997,50.014103,1915290
2013-11-11,82.000000,82.199997,81.790001,82.070000,50.197613,759352
2013-11-12,82.029999,82.430000,81.300003,81.540001,49.873436,1275324
2013-11-13,81.370003,81.379997,79.919998,80.959999,49.518677,1391905
2013-11-14,82.000000,82.309998,81.419998,81.599998,49.910133,1212672
2013-11-15,81.750000,82.000000,80.800003,81.550003,49.879551,2013462
2013-11-18,81.550003,83.269997,81.370003,83.199997,50.888763,1592756
2013-11-19,83.129997,83.430000,82.589996,83.019997,50.778660,865345
2013-11-20,82.839996,83.529999,82.650002,83.279999,50.937698,775433
2013-11-21,82.540001,83.529999,82.050003,83.139999,50.852066,822598
2013-11-22,83.370003,83.889999,83.120003,83.769997,51.237404,1104376
2013-11-25,84.180000,84.879997,83.930000,84.570000,51.726719,1363670
2013-11-26,84.160004,84.839996,84.139999,84.320000,51.573811,993111
2013-11-27,84.730003,85.000000,84.150002,84.800003,51.867393,726384
2013-11-28,84.959999,85.019997,84.639999,84.730003,51.824581,605633
2013-11-29,84.690002,84.989998,84.440002,84.570000,51.726719,669232
2013-12-02,84.720001,85.440002,84.519997,85.110001,52.057003,914591
2013-12-03,85.279999,85.459999,83.370003,83.519997,51.084488,1728503
2013-12-04,83.790001,83.790001,81.900002,82.540001,50.485077,1943799
2013-12-05,82.379997,82.489998,81.320000,81.580002,49.897903,1262632
2013-12-06,82.290001,82.629997,81.470001,82.139999,50.240417,1335002
2013-12-09,82.690002,82.889999,81.779999,82.110001,50.222069,964346
2013-12-10,82.139999,82.320000,80.739998,81.050003,49.573730,1213791
2013-12-11,80.919998,81.379997,80.510002,80.580002,49.286255,1174657
2013-12-12,80.440002,80.769997,79.330002,79.779999,48.796944,1856537
2013-12-13,80.050003,80.300003,79.669998,79.790001,48.803062,1081941
2013-12-16,79.690002,81.230003,79.349998,80.919998,49.494213,1543978
2013-12-17,80.769997,81.000000,80.410004,80.440002,49.200634,947912
2013-12-18,81.089996,82.139999,80.809998,82.139999,50.240417,1730612
2013-12-19,82.839996,83.599998,82.610001,83.389999,51.004974,1735613
2013-12-20,83.870003,84.349998,83.459999,83.989998,51.371967,2760556
2013-12-23,84.699997,84.949997,84.349998,84.550003,51.714493,820037
2013-12-27,85.120003,85.690002,85.010002,85.419998,52.246613,805858
2013-12-30,85.610001,85.730003,85.220001,85.220001,52.124279,483820
2014-01-02,85.900002,86.099998,83.379997,83.540001,51.096725,1499492
2014-01-03,83.629997,84.510002,83.349998,83.980003,51.365841,826285
2014-01-06,84.000000,84.529999,82.870003,82.989998,50.760311,987242
2014-01-07,83.099998,84.010002,82.410004,83.550003,51.102833,1231698
2014-01-08,83.820000,84.660004,83.730003,84.449997,51.653320,1435898
2014-01-09,84.129997,85.129997,83.540001,83.860001,51.292450,1297442
2014-01-10,83.739998,84.180000,83.029999,83.150002,50.858185,1964388
2014-01-13,83.500000,84.230003,83.279999,84.150002,51.469826,1077464
2014-01-14,83.330002,84.139999,83.110001,84.120003,51.451485,1071799
2014-01-15,84.699997,85.769997,84.610001,84.959999,51.965263,1541638
2014-01-16,84.930000,85.570000,84.489998,85.500000,52.295547,1371889
2014-01-17,85.750000,86.879997,85.739998,86.209999,52.729816,1779656
2014-01-20,86.120003,86.580002,85.580002,86.129997,52.680878,834723
2014-01-21,86.129997,86.540001,85.629997,85.930000,52.558552,939655
2014-01-22,86.349998,86.510002,85.269997,85.730003,52.436222,1081848
2014-01-23,85.500000,85.779999,84.110001,84.639999,51.769527,1679626
2014-01-24,84.489998,84.879997,81.580002,81.970001,50.136448,2827352
2014-01-27,82.129997,82.300003,80.440002,80.440002,49.200634,2596691
2014-01-28,81.059998,81.900002,80.599998,81.529999,49.867325,2214005
2014-01-29,82.779999,83.080002,78.870003,80.830002,49.439171,2668752
2014-01-30,80.660004,81.290001,79.489998,80.820000,49.433056,1722914
2014-01-31,80.989998,81.129997,78.669998,80.820000,49.433056,2293745
2014-02-03,81.070000,81.459999,79.889999,79.989998,48.925385,2267484
2014-02-04,79.949997,80.800003,79.040001,80.290001,49.108883,1882416
2014-02-05,80.370003,80.529999,79.519997,79.879997,48.858109,1726361
2014-02-06,81.480003,81.860001,80.550003,81.440002,49.812279,2804474
2014-02-07,81.900002,82.180000,80.949997,81.800003,50.032459,1567542
2014-02-10,82.349998,82.360001,81.629997,82.000000,50.154797,1562118
2014-02-11,83.500000,84.449997,82.959999,84.449997,51.653320,2127013
2014-02-12,84.769997,85.669998,84.519997,84.970001,51.971382,1564127
2014-02-13,84.870003,85.540001,83.860001,85.360001,52.209915,1323715
2014-02-14,85.480003,86.360001,85.250000,86.000000,52.601368,1495632
2014-02-17,85.959999,85.959999,84.690002,84.930000,51.946911,1193335
2014-02-18,85.000000,85.150002,83.489998,84.620003,51.757290,1702177
2014-02-19,84.660004,85.360001,83.919998,85.000000,51.989723,1202057
2014-02-20,83.809998,84.669998,83.239998,84.430000,51.641083,1671609
2014-02-21,84.919998,85.389999,84.150002,85.220001,52.124279,1236708
2014-02-24,84.570000,85.709999,83.839996,84.589996,51.738945,2029107
2014-02-25,84.769997,84.849998,83.580002,83.949997,51.347500,1569552
2014-02-26,84.160004,84.510002,83.739998,84.309998,51.567696,1466019
2014-02-27,84.410004,84.889999,82.690002,83.800003,51.255749,1626959
2014-02-28,83.910004,84.209999,83.190002,84.199997,51.500401,1542605
2014-03-03,82.220001,83.080002,81.540001,81.650002,49.940723,2223672
2014-03-04,82.500000,83.220001,81.739998,82.779999,50.631878,1937088
2014-03-05,82.680000,83.220001,82.250000,82.480003,50.448380,1496291
2014-03-06,83.019997,83.739998,82.650002,83.080002,50.815365,1470678
2014-03-07,83.309998,83.620003,81.709999,81.860001,50.069160,1807393
2014-03-10,81.510002,82.250000,79.830002,80.519997,49.249554,1579605
2014-03-11,80.809998,81.769997,80.690002,81.209999,49.671593,1194555
2014-03-12,80.750000,80.839996,79.169998,80.239998,49.078304,1525505
2014-03-13,80.559998,82.879997,79.660004,80.120003,49.004898,2966473
2014-03-14,79.040001,79.610001,77.580002,79.260002,48.478886,3007090
2014-03-17,79.139999,80.360001,78.339996,80.080002,48.980438,1557329
2014-03-18,80.080002,80.080002,80.080002,80.080002,48.980438,0
2014-03-19,80.989998,87.160004,80.300003,86.599998,52.968353,7355055
2014-03-20,86.050003,88.180000,85.800003,87.300003,53.396503,3438493
2014-03-21,87.290001,88.919998,86.989998,88.400002,54.069309,4090403
2014-03-24,89.500000,90.050003,88.010002,88.059998,53.861343,2127834
2014-03-25,89.000000,89.970001,87.360001,89.449997,54.711544,2225501
2014-03-26,89.849998,91.239998,89.519997,90.599998,55.414932,1849624
2014-03-27,90.800003,91.279999,90.029999,91.279999,55.830849,1504631
2014-03-28,91.349998,92.669998,91.300003,92.230003,56.411900,1592012
2014-03-31,92.599998,92.910004,90.919998,91.620003,56.038803,1587633
2014-04-01,92.449997,92.599998,91.690002,92.089996,56.326275,1633795
2014-04-02,92.919998,93.550003,92.269997,92.650002,56.668797,1574234
2014-04-03,92.860001,93.900002,92.389999,93.040001,56.907333,1419855
2014-04-04,93.040001,94.230003,92.529999,93.849998,57.402767,991988
2014-04-07,92.519997,92.800003,91.760002,91.830002,56.167255,1308552
2014-04-08,92.269997,92.500000,90.440002,91.419998,55.916477,1620318
2014-04-09,91.000000,91.949997,90.809998,91.290001,55.836971,1369298
2014-04-10,91.610001,92.099998,90.169998,90.510002,55.359879,1295717
2014-04-11,89.599998,90.629997,89.050003,90.209999,55.176395,1779345
2014-04-14,89.120003,90.519997,89.120003,90.139999,55.133579,1178870
2014-04-15,90.180000,90.570000,88.010002,88.190002,53.940868,1386384
2014-04-16,89.059998,90.410004,88.889999,90.410004,55.298717,1480554
2014-04-17,90.900002,92.150002,90.220001,92.120003,56.344624,1470764
2014-04-22,92.769997,94.019997,92.440002,94.019997,57.506752,1264123
2014-04-23,94.209999,94.389999,92.440002,92.680000,56.687157,1079207
2014-04-24,93.209999,93.349998,89.800003,91.459999,55.940941,1937576
2014-04-25,90.839996,91.050003,89.110001,89.559998,54.778816,1386902
2014-04-28,89.879997,90.269997,89.209999,89.839996,54.950077,903623
2014-04-29,90.430000,91.169998,89.430000,90.339996,55.255905,1196538
2014-04-30,90.099998,90.500000,89.290001,90.180000,55.158039,1164847
2014-05-02,90.720001,90.720001,88.739998,89.029999,54.454651,1167197
2014-05-05,89.239998,89.239998,87.029999,88.750000,54.283390,1402990
2014-05-06,89.559998,90.099998,87.809998,88.440002,54.093784,1754563
2014-05-07,88.000000,89.029999,87.510002,88.190002,53.940868,1650361
2014-05-08,88.430000,88.910004,87.290001,88.300003,54.008148,2225996
2014-05-09,88.080002,88.379997,87.690002,88.120003,53.898041,1190803
2014-05-12,88.660004,88.790001,87.839996,88.699997,54.252796,1627317
2014-05-13,89.680000,89.690002,88.980003,89.449997,54.711544,1701553
2014-05-14,89.790001,89.809998,88.889999,89.250000,54.589214,1295058
2014-05-15,89.699997,90.300003,87.849998,88.110001,53.891937,2526006
2014-05-16,85.570000,86.980003,85.550003,86.430000,54.471752,2413624
2014-05-19,86.459999,88.540001,86.129997,88.180000,55.574680,1613657
2014-05-20,88.349998,88.970001,87.750000,88.000000,55.461243,1068609
2014-05-21,87.820000,88.750000,87.470001,88.699997,55.902397,1178464
2014-05-22,88.900002,89.650002,88.650002,89.339996,56.305759,1134750
2014-05-23,89.550003,90.000000,89.209999,89.879997,56.646080,1029319
2014-05-26,90.500000,91.500000,90.339996,91.269997,57.522129,938777
2014-05-27,91.199997,91.800003,90.860001,91.769997,57.837242,1197488
2014-05-28,91.930000,92.000000,90.779999,91.360001,57.578842,1036264
2014-05-29,91.379997,92.129997,91.250000,92.129997,58.064137,728236
2014-05-30,92.000000,92.269997,91.680000,92.089996,58.038910,878996
2014-06-02,91.750000,92.489998,90.790001,91.480003,57.654484,1087656
2014-06-03,91.690002,92.019997,91.050003,92.019997,57.994801,1019484
2014-06-04,92.099998,92.129997,90.279999,91.269997,57.522129,1284077
2014-06-05,91.389999,92.839996,90.949997,92.760002,58.461185,1824330
2014-06-06,93.000000,93.269997,92.570000,92.879997,58.536808,1102585
2014-06-09,93.349998,93.349998,92.110001,92.580002,58.347744,647395
2014-06-10,92.580002,92.599998,91.550003,92.019997,57.994801,1179158
2014-06-11,92.250000,92.400002,91.300003,91.739998,57.818348,901745
2014-06-12,91.580002,91.970001,90.989998,91.360001,57.578842,993840
2014-06-13,91.400002,91.540001,90.019997,90.760002,57.200699,1287758
2014-06-16,90.339996,91.139999,90.260002,90.930000,57.307850,858916
2014-06-17,91.449997,91.949997,90.470001,90.750000,57.194397,1030298
2014-06-18,91.099998,92.129997,90.389999,91.410004,57.610359,1753546
2014-06-19,92.500000,92.860001,92.040001,92.669998,58.404469,1357245
2014-06-20,92.650002,93.480003,92.470001,92.559998,58.335140,2696673
2014-06-23,92.529999,92.550003,91.199997,91.500000,57.667084,824017
2014-06-24,92.989998,94.209999,92.849998,94.099998,59.305717,1688145
2014-06-25,93.449997,93.790001,92.379997,93.089996,58.669167,1280630
2014-06-26,93.500000,93.519997,91.320000,92.480003,58.284725,1067451
2014-06-27,92.809998,92.870003,91.919998,92.360001,58.209103,911405
2014-06-30,92.500000,93.320000,92.349998,92.620003,58.372959,1105942
2014-07-01,92.860001,93.330002,92.099998,93.300003,58.801517,1007073
2014-07-02,93.300003,94.730003,93.230003,93.879997,59.167057,1085690
2014-07-03,94.180000,95.320000,93.489998,95.320000,60.074608,1194046
2014-07-04,95.500000,95.889999,94.940002,95.150002,59.967457,851498
2014-07-07,94.849998,95.300003,93.910004,93.910004,59.185970,925948
2014-07-08,94.300003,94.410004,92.699997,92.699997,58.423374,1082984
2014-07-09,92.970001,93.269997,92.099998,92.720001,58.435982,915621
2014-07-10,92.699997,92.699997,90.500000,91.419998,57.616669,1468986
2014-07-11,91.870003,92.769997,91.500000,92.070000,58.026318,1066279
2014-07-14,92.650002,93.099998,91.580002,92.830002,58.505302,963382
2014-07-15,92.779999,93.900002,92.040001,92.480003,58.284725,1047813
2014-07-16,93.059998,95.290001,93.059998,95.250000,60.030483,1555541
2014-07-17,94.900002,96.099998,94.309998,94.470001,59.538895,1540519
2014-07-18,93.900002,94.320000,93.150002,93.610001,58.996899,2026779
2014-07-21,93.750000,93.849998,92.120003,92.480003,58.284725,1108062
2014-07-22,93.440002,94.449997,93.029999,93.970001,59.223774,1224949
2014-07-23,94.040001,95.050003,93.620003,94.459999,59.532585,1098408
2014-07-24,94.459999,95.639999,93.639999,95.510002,60.194347,1105074
2014-07-25,95.050003,95.779999,93.970001,94.300003,59.431763,1496918
2014-07-28,94.370003,94.370003,91.690002,92.209999,58.114548,1993699
2014-07-29,92.400002,92.809998,90.919998,91.529999,57.685993,1826134
2014-07-30,91.559998,92.529999,90.720001,90.970001,57.333061,1227811
2014-07-31,91.389999,91.389999,89.019997,89.339996,56.305759,1791953
2014-08-01,89.360001,89.459999,86.879997,87.629997,55.228046,2109090
2014-08-04,88.199997,89.339996,88.010002,88.410004,55.719646,1701246
2014-08-05,91.660004,91.739998,87.660004,88.500000,55.776360,2950053
2014-08-06,87.849998,88.639999,86.309998,88.040001,55.486454,2153944
2014-08-07,88.209999,88.919998,85.860001,86.199997,54.326805,2097155
2014-08-08,84.599998,87.199997,83.750000,86.389999,54.446552,2050884
2014-08-11,87.750000,89.160004,87.529999,88.830002,55.984333,1631420
2014-08-12,88.669998,88.980003,86.989998,87.199997,54.957047,1216641
2014-08-13,88.070000,88.290001,87.099998,87.830002,55.354103,1109169
